DreamId,Old DreamId,Title,Date,,Answer,Respondent,Question Title
632,831,,03/05/2020,05/03/2020 00:04,"Mary needs heart surgery. The surgery is happening in the back bedroom of a house by a man. She goes back and there are other people with me in the house waiting. It’s nighttime - an unusual time for surgery. When the surgery is over the man says it’s okay for us to go visit her. As I go into the bedroom, I see there are big potted plants - they look like plumeria trees, but aren’t. I’m surprised because just during the short amount of time of the surgery, bright yellow flowers have bloomed on bright yellow stalks. I’ve never seen this before and didn’t know this plant could grow such flowers. I point it out to another woman who is equally amazed. At first I think it was just one big tree, then I see that the “tree” is actually made up of multiple potted plants and maybe these flowers were just brought in, rather than a miracle. Then I see Mary is waking up. The man comes up to me and tells me she will need hot chocolate or matcha for an endorphin boost. He asks if I have either of those in my kitchen, and I think I do - though I’m staying in a rental house and am not sure about what is in the cupboards. He says “Okay, that’s great.” Mary is starting to come back around and is looking around, refreshed but weak. We gather her up and help her out to the kitchen. We need to get her home to rest and have her hot chocolate or matcha. Conversations are happening in the kitchen, but I can't recall what was said. Now we need to get dinner because we missed it while she was in surgery. So we go outside to a village (like Squaw Valley) and down big steps to a dessert cafe. We stand in line at the cafe and I’m now with one of my yoga students and clients, Natalie, and another yoga student. I look in my pockets and realize I don’t have any money. I tell them I need to go home to get money and fill up my pockets. It’s dark and I’m walking down a sidewalk. I see two homeless people who don’t seem quite all together in the head. They are dressed up as Christmas clowns. They are passing a plastic thing back and forth. They see me and want to give me this plastic thing. I am trying to avoid them. I don’t want to touch it or be near them because of the COVID. I veer away, but one starts to follow me. I’m not sure if it is threatening or not, and so I continue on without looking back. I want to leave them behind and find another route. Somehow I return to the dessert place, but my students and friends are no longer there. I choose not to get dessert and go get a sandwich or something somewhere else. Something else happens, but I can’t track it.",Ana,last_nights_dream2
633,1842,,03/05/2020,05/03/2020 00:05,"My brother William was having some minor psychological difficulties and was speaking to his therapist on the phone. I was lying on my bed and was listening to Jared outside in our living room taking an exam. He was speaking in a very high pitched voice and this indicated that he wasn't entirely well though it was also nothing serious.  But then I heard the things that the therapist was saying to my brother which were terribly wrong and damaging. It must have been that he was having serious issues or was insane. I got angry and grabbed the phone and went on a long rant where I explained to the therapist how he was wrong. I used my examples of having hypnogogic hallucinations and anxiety to show that while my brother may be on the outside edges of what is considered normal, he wasn't at all psychotic. I think the therapist was also interpreting my brother's dreams incorrectly when the right interpretations were obvious to me knowing my brother.",Bob,last_nights_dream2
634,1843,,03/05/2020,05/03/2020 00:06,"Our whole family was on vacation in Hollywood. One morning, everyone but me decided to go on a social outing, and I, being more introverted and suffering from social anxiety, decided to stay behind in the motel room. But I wanted to grow personally, so I went out and about and found a nice little coffee shop. I ordered a cup of coffee and met with an old acquaintance. After he left, a homeless man came in from the streets. He had brown hair and a long, unkempt beard. He approached me and at the same moment, my brother William ran by in front of me from the right, and coming to a skidding stop in front of the homeless man embraced him. I got up and moved closer to the door where they were hugging and was unsure of what to do. After a few seconds, I joined the hug, though a bit awkwardly.   Later that day we went to a restaurant and we me the homeless man again, but this time he pretended as if he had never met us. We met him again later that day and he did the same thing.  That afternoon, we went to the resort's water park and found that it was a small, filthy swimming hold with a dilapidated metal slide going down about fifty feet into the water. In the water was a Hispanic family who we saw clearly and a few other people in the background. I went down and spoke with the family and we discussed the water depth as well as their desire to be on TV. There was filming going on and if anyone was in the right place at the right time, doing something interesting, they might end up in a move or TV show.  I walked away and Robert from small group approached me and made some joke about how the family was ""cesspooling"" as if this were a normal activity. I retorted in jest that we should let them know where the nearest water treatment plants were so that they could find more suitable water.",Bob,last_nights_dream2
635,1844,,03/05/2020,05/03/2020 00:07,"I was in my old dorm room at STU and I was lying on my bed. I was in one room and Daniel was in another. It was more of an apartment than a dorm room. I got up and went to the window to look at the weather outside. It was not terribly dark yet, but the sky was filled with clouds and they were rotating around us so that the entire sky appeared as if it were spinning. The clouds at the edges of the storm must have been moving at thousands of miles an hour. I knew that with this much rotation, there must be a tornado even though we couldn't see one yet. I went to get Daniel and as I did a fire alarm went off indicating that there was a tornado. We both went outside to look around, and while extremely windy, we couldn't see it yet. I told Daniel that we needed to get back inside because the tornado might be invisible until it touched the ground. It was so windy that I wasn't sure if I could make it back inside. I was sure I'd be trapped, but I think we both got back in.",Bob,last_nights_dream2
636,1845,,03/05/2020,05/03/2020 00:08,"My brother William and I had moved to Hollywood and were exploring together. We were looking at all of the cool houses where the movie stars lived and admiring their yards and pools. William was going to swim in one of the pools, but I thought better of it and convinced him not to. We eventually turned to leave and walk down a long and wide set of wooden stairs along a forest path. There was a stream to our right. As we descended, we noticed that we were walking through water. The water was invisible however and looked no different from air. But it was definitely water and we began to jump and dive down the steps.",Bob,last_nights_dream2
637,174,,04/05/2020,05/04/2020 00:00,"Lots of action with the driving team from the Fast and Furious movies….By the end, they trust me….The woman in a white tank top, she is extra nice to me….At one point we are all leaning in close while looking at something, and I have to look away, so it is not obvious I like her….Earlier, I am with some children….Two of them jump in the water of a lake, and I get in too….I help them get out, grabbing the boy by the collar and helping the girl up the little ladder….The boy is surprisingly heavy, pulling my arm down….I worry, will he sink?....That would be bad….I tell the girl, Lancey?, to hurry up the ladder and out of the water, so I can pull the boy up and out, too….",KB,Last Night's Dream
638,832,,04/05/2020,05/04/2020 00:01,"I’m watching as a group of people are training for combat. It seems to be a private army. Brad Pitt jumps into the courtyard. He confronts the leader. He says he wants to meet him in hand to hand combat. So the leader agrees. They begin this extreme demonstration of skill. Brad Pitt is wearing a big black trench coat and a mask. The guy tells him that he cannot let go while they are shaking. There’s an odd moment where the two men are in a firm grip, apparently shaking hands, but jaws clenched, muscles rigid, and sweating. All of a sudden, the leader whirls Brad Pitt across the courtyard. He hits a huge door, but then picks up a hose and sprays the leader down with high pressure. He is then accepted into the tribe.",Ana,last_nights_dream
639,175,,05/05/2020,05/05/2020 00:00,"Lots of people are trying to do new things we are not supposed to do in this crisis….share objects, visit each other’s places….But it is not safe yet, and everyone realizes that….At one point, a helicopter appears to keep watch on all this….it has lots of clear glass balls hanging below it, like cameras?....Later, I am walking on a narrow wooden walkway, and I pass a couple of guys going the other way….As I pass, they do something to hassle me; they make the walkway shake and jump, knocking me slightly off balance….They think it is funny….The path turns back the other way, and as I pass them again I confront the guys….Hey, why are you after me?....They accuse me of stealing something….I say I did not do that, go ahead and check my backpack….They do, and there is nothing there….I am right….Now what?....The guys look confused….",KB,Last Night's Dream
640,1039,,05/05/2020,05/05/2020 00:01,Solar Beltane. A tiger.,Mary,last_nights_dream
641,1154,,05/05/2020,05/05/2020 00:02,"I’m hanging out with a bunch of people I don’t know from waking life, but in the dream I recognize them as co-workers. We’re working at one of those Macy style department stores, or at least they’re working. I work there, too, but I’m there on my day off. We’re talking. I’m looking for a pair of shoes to wear. I’m barefoot and I don’t think you’re ever supposed to be barefoot in those kinds of stores, but I am. There’s an interesting dynamic going on. I know I don’t really have the money to pay for the shoes, but I’m looking anyway so I know how much they are and I can save up for them. There’s some other way that I’m helping these co-workers. I don’t know if it’s an energetic helping or if I’m doing some sort of mentoring with them. They’re both younger women. I’m helping them with an emotional thing. This part isn’t super clear. I just know I’m in the store with them and we’re hanging out. Then things get a little clearer. I’m ready to leave and heading out to a dance party or something. The younger women I’ve been hanging out with say, “Oh, we have something for you.” All of a sudden, there’s a bed in the middle of the floor. I guess we’re in the part of the department store where you can buy bedding - sheets and stuff. I come around the edge of the bed. There’s a pair of boots that these two women have. I don’t know if they bought them for me or if they were some shoes that never sold on the floor or what. But they say, “We have these shoes for you.” These boots are pretty incredible. They’re booties, maybe a little taller, with carpet bag material. The colors are very rich. The front of the shoe has a leather point and the heel is leather. It zips up the back. When I ‘m looking at these boots, the heel doesn’t look too tall - only about 1.5 to 2 inches. But when I put the boots on, suddenly it’s like I’m wearing a pair of my Pleasers and am suddenly at least 8 inches taller than I was. It’s kind of crazy that these boots transform me and I’m so, so tall. I love them and they’re super cute. I think one of the ladies says a client left them, but I’m not sure. I hear the two young ladies say, “Of course you’re that tall in those shoes. That’s how tall you are. That’s who you are.” But I’m surprised. I didn’t think I would put on 2 inch heels and become 8 inches taller. Then the scene changes. I’m in a hotel room with 2 other people in a place I’ve never been before. It looks like Florida. There’s a beach and palm trees. But it could be a different country because we have a bus driver with a very heavy accident. It’s an interesting mix because we’re in quarantine and we can’t really go out of our hotel rooms, but we are allowed to get on this bus and go touring. At one point the bus driver turns into my dad. I’m thinking that for someone who’s never driven a huge tour bus before, he’s doing a pretty good job. I don’t see much of what is happening outside of the bus. I’m not looking so much at the scenery. My attention and focus are on the inside of the bus because it’s dark and there other people on this bus trip tour - some whom I’m sharing a hotel room with and some who are just part of this tour. I’m not sure who is on the bus. There are a couple people who were my high school classmates and there are also some random people I don’t know. We’re getting to the end of the tour. My dad parks the bus, but when the bus driver departs the bus, it’s another man with an accent. As I disembark, I make sure that I tip him. I tell the others that they have to tip the bus driver because I see that they weren’t going to tip him. I say, “You have to tip him. That’s how this works.” I see them stop and give him money. Then me and some classmates head back to our hotel room because it’s time to check out. I have a feeling of loneliness and not being where I want to be. I wasn't super impressed with the tour. The beach is kind of dirty and polluted. I’m not stoked to be there. I’m sharing the hotel room with three other people and there’s stuff everywhere. It’s a mess. It’s dark and the shades are drawn. None of this feels comfortable. I’m somewhere I don’t want to be and am just going through the motions of packing up my stuff and trying to leave this hotel room. All of this feels aggravating. There’s definitely friction here. I’m just ready to be away from this hotel room, away from these people, off the bus, away from the bus driver, and just not in this dream anymore.",Rose,last_nights_dream
642,1367,,05/05/2020,05/05/2020 00:03,"“Pieces of I.D.” I’m in something that feels like the shape of an orchestra pit. It’s quite crowded with people. A few of the people are sitting in front of drafting boards. The drafting boards take up a lot of room - it’s like they’re almost side to side. There are more people than drafting boards, so the excess people make it feel really packed. I feel like I have some kind of amnesia as I sit in front of my drafting board. I don’t know what I'm supposed to be drawing. So I start to circulate amongst the people. It’s all hazy. I don’t know anyone, I don’t know why I’m there, I don’t know what I’m supposed to draw. I’m approaching some of the people. I’m climbing over other people that are just sitting there. It’s literally packed with people. I’m hearing rather than seeing that some people are involved in a conversation with their drafting board. I realize that even though you can’t really see what they’ve drawn, the conversation they are having with it is they are telling it their life story, but there are too many details to draw. So there’s another kind of media that produces an imprint on the drafting board, the person who is the architect of their life. Then I have some kind of idea of what is supposed to be on mine and I make my way back to it, but then I can’t remember what I’m supposed to put on it. I know there’s a conversation, but I don’t have enough of an idea of what mine is in order to begin the conversation that will imprint upon my drafting board. So in an effort to discover more detail, I leave the orchestra pit adn I start to walk towards a building. I realize the building is a hospital. I enter in the front door. I decide to get on the elevator and go up. I don’t press any buttons; the elevator moves on its own accord. It stops at a floor and I get off. It’s some kind of surgery and recovery floor. I wander around for a bit. There are some nurses and other staff around but I don’t engage with them. Then I get back on the elevator. This time it goes down. I get off. I didn't find anything that gave me any inspiration either to remember or tell my story. So I wander out the front door. Instead of going back to the pit, I walk through the street. I look to see if there’s anything that sparks any memory. It’s an urban street with all kinds of people. It’s really crowded. There are vendors and street artists drawing. At one point I get tired of walking and so I sit down on a bench. The bench is not parallel to the street. It’s perpendicular to the street, around the side of the building. I sit there just resting. A man was sitting there the whole time, but I didn’t see him. Now that my eyes have adjusted, I start to see him. I’m hoping he’ll just stay there and be quiet. But he doesn’t. He starts trying to engage with me and talk with me. I don’t want to talk to him. In fact he seems kind of abrasive and now he’s in my space. Instead of sitting on his own bench, he’s now come up beside me. I feel slightly threatened by his presence. I reach into my pockets, make two fists and shove them into my pockets. I feel something in my right hand and it’s three cards - they feel plastic, like credit cards. I pull them out and I look at them. It’s my identification. One is a driver's license. One is a bank card. The other one I think is a social insurance card. They have my name on them. My driver’s license even has a picture of me. I suddenly remember who I am. I’m afraid the man is going to steal them even though they aren't worth any money. I think he might take my ID. So, I put them back in my pocket. It looks like he hasn’t seen them, so I’m thinking this is good. I stand up slowly and walk away. I turn right, trying to remember where I live. I walk up the street. I see with some dismay, my ex-husband. My first instinct is to turn around and go the other way. But I’m thinking, “Wow, he probably knows where I live.” I decide to tackle this anyway. As I walk through the crowd of people, he recognizes me and looks up. I stop in front of him. But I don’t want him to know that I can’t remember where I live. So as I approach and slow my pace, I’m hoping he’ll say something to me first. He does. He asks me where I’m going. I say I’m heading home. He says, “Oh.” I wait, hoping he’ll give me some clue where that is. He doesn’t say anything. Then he says, “Just a second. I’m trying to load up these bags.” I look down and he’s got shopping bags. He has a lot of stuff that he’s trying to put inside of them. It looks to me like he doesn’t have enough bags. He keeps putting things in, then taking them out, trying to reorganize them in an effort to fit everything. Then he hands me the bags and says, “Can you do this?” I don’t answer, but I just start to organize. Then he wanders off. I'm just organizing his stuff in the bags and I’m actually making it all fit. It reminds me of packing to go places when we were married and how he would say things didn’t fit in the car, and I would go and fit it in. It reminded me that I always had to do stuff for him. I’m slightly irritated that here I am back on the street and trying to find my way home, and here I am waylaid by trying to put his stuff in his bags. Then I focus again on the task. A woman comes up and asks if any of this is for sale. I say, “No, it’s not mine.” But as I look at the bags, I see one has some of my stuff in it and am wondering what it is. It’s CD’s. So I look at them and wonder why he has all my CD’s. As I’m wondering this he arrives and says, “Oh, I see you’re finished. It all fit. This is good. Let’s go now. Why don’t you take that bag? I’ll take the rest.” It’s the one with my own CD’s in it. I decide to ask him, “Do you know where these belong?” and I indicate the bag of CD’s. He says, yes. I say, “Where?” He says, “Just up the street a couple blocks.” I think, “Oh, good. He knows where I live.” So I decide that’s good. Then I ask, “Do you know where the rest of my purse is? I’ve only got these three pieces of ID.” He says, “Yes, it’s in one of those bags.” That’s where I wake up.",Freya Co'LM,last_nights_dream
643,176,,06/05/2020,05/06/2020 00:00,"Lots of comings and goings, people are agitated….I go down a street, and see a cat laying down, motionless….I wonder, is it dead?....It looks like our cat Levi….Later, I see a pile of old cat puke by the toilet….that’s gross….I wonder how that could have been sitting there for so long?....",KB,Last Night's Dream
644,833,,06/05/2020,05/06/2020 00:01,"This dream is Outlander meets Simpson’s cartoon meets COVID-19. I am observing the dream, like watching a movie, but I also get to enjoy the embraces when they happen. The people in the dream are Jamie and Claire from Outlander - they look like the actors in the TV series - and Jamie’s wife in one of the books, though she doesn’t look like the character in the TV series. Before I see them, I am watching people on rafts in a big wide river. It’s dark, nighttime. The rapids at this part of the river are quite rough and throwing the rafts around. Some people are chasing other people. Someone falls into the river and is nearly drowned by the water and other people holding his head down. Later, people are recovering on the riverbank around bonfires. There are two bonfires near each other. I can see that the outline of the further fire is making outlines of mystical beings. People are being divided into expedition teams to go out into the night again. Then, the COVID/Outlander/Simpsons scene: sometimes the people are portrayed as Simpson cartoons with medical masks. They are also wearing masks in their human form. There are several reunions - it’s like my dream psyche is trying on different scenarios to find the most romantic storyline. One is a kitchen, one is a cave and one is a rock pillar tower underground. Each scene has a collection of colored rocks and Claire and Jamie meeting again for the first time in 11 years with the big embrace and kiss. They are looking at the rocks - plain rocks, but colored naturally in yellows, reds and blues like the rocks at the river near The Painted Hills - in waking life, we went to this river last weekend. While the kiss is happening, the boys walk in. Jamie and Claire have a son and he has two friends - the sons of Jamie’s wife. Their son is happy, but the other two are angry. The kids are Simpson characters. The brothers run off to tell their mom and create danger and drama for the two lovers, interfering with the bliss of their reunion.",Ana,last_nights_dream
645,1368,,06/05/2020,05/06/2020 00:02,"“The Barge” A great deal of this dream is spent on a shoreline on a pier around a large body of water. It’s quite intricate and detailed. I’m with a mixture of members of my extended family and people I don’t know. The group is consistent and moves around as if we’re on an adventure tour. There are some scenes just around the body of water, some in the buffet and some in a jeep in a jungle place. I’ve never been on an adventure tour, so I don’t know if that’s the accurate name for it. It starts at the pier. I’m just standing there. I don’t know if I’m at a really large lake or an ocean. I’m just watching. I’m looking at the water. You can’t see land when you look forward. The water just keeps going. It’s a sunny day. I can see where the light is hitting the water and making those beautiful diamonds. It’s also very balmy and a bit windy. I’m enjoying the feel of that on my skin. It’s sunny, but not sweltering. There are large barges that occasionally pass by in the vista that my eyes are feasting upon. They’re really far away in the distance. Some people gather around me. I realize I’m kind of part of a group. The group is moving from the pier to somewhere else. I’m being told that it’s time to go. Somebody is in charge - I think - and is telling people it’s time to move from this place to another place. I reluctantly move inside with the group. I never see the entire building. It feels long and low. We are shuffled into a meeting place where we’re supposed to be going to our rooms to collect the stuff we need for some kind of land excursion. I realize that I’m supposed to be withe two of my girlfriends, but they appear to have abandoned me and gone on without me. So I’m looking around to see who I still know that I might want to sit with or identify with on this part of the trip. I don’t actually see anyone I know, just people I recognize who I’ve been with before. I don’t try to join them because they’re in a family grouping. There’s one family with a husband and wife and toddler, but I don’t feel I know them well enough to be welcomed in their grouping. So I just kind of stay by myself. People are packing food. I realize I’ve missed breakfast and I go over to see what’s there. There are muffins. But I don’t know if they’re gluten-free and I know I can’t eat wheat, so I don’t get them. There’s something else on the table. I’m looking to see what it is when the toddler girl from this other family reaches up. She is trying to get one of the muffins, but she’s too short and can’t reach it. I’m looking around to see where the parents are. They are not in the room. She asks me if she can take a bite and I don’t know if it’s safe for her to eat it. She tells me, “My mom said I can have one.” So I break off a small piece of muffin and give it to her, but she wants the rest. So I break off just the top and put it on a napkin. Then she starts leaving out the door and goes back toward the pier by herself. I follow her to see if her parents are outside. But they are not. She goes to the pier, which I know is dangerous. I take her by the hand and say, “Just a minute, let’s find your parents.” She points further up the pier and says, “They’re over there.” But I don’t see anybody. She’s fairly determined and tugging me. We’re standing on the pier again when I see a really large barge. It’s doing a sharp turn. Other people are saying, “Oh look! It’s garbage day.” So the barge is coming a lot closer to the pier than it has at the beginning. This one is coming quite close. It’s really, really long and has big metal garbage disposal things, a crane, and the big kind of fork thing that picks up metal containers and dumps them into bigger thing on the barge. The crane piece is sticking out the back end. I’m starting to think it's way too close to the pier and if it completes its turn, the end of it is going to swing overtop the pier. So there’s some danger here. It starts to swing and it moves really quickly for a barge. Normally they can't turn that sharply or quickly. I pick the girl up and it’s just in time because the crane thing at the back of it does sweep overtop the barge. It hits a light post that’s on the pier. I think. “Wow, that’s really weird. It should have knocked that post right over, but it didn’t.” The post is still standing. I think that’s odd. Then the barge moves straight forward. Now a lifeguard comes running down and is blowing the whistle hanging from his neck. He says, “What are you doing here? You’re not supposed to be here.” I tell him that this girl is looking for her parents and they’re supposed to be here. He says, “I don’t see anyone.” I turn around to take her back inside, telling her there’s no one here. I see her parents running toward her. They pick her up and take her. I hear the mom telling the husband that he and the daughter should go on the excursion because they’ve all been in this trauma but she’s not going to go because she’s not ready. Now I’m in the building again where the staff is packing up whatever is left of the food. I see my stepmother come out of one of the rooms. I’m glad. I didn't realize they had a room here. I want to go on the land excursion. I’ve got my laptop with me and I don’t want to take it. I say to her, “Is it okay if I leave this in your room?” She tells me I can and she takes it. Now I’m getting into a Jeep. It’s like a bus Jeep that seats 12 or 20 people. There are no windows, just frames for where the roof and windows would be - they’re all cut out for open air. So I’m in there. Now the scenery on the other side of the building is jungle, maybe rainforest, but it’s cleared out and doesn’t look like a natural one. It looks like someone has cleared out the underbrush. The vehicle moves through there and takes us to a different place where they tell everybody to get out. This place is a campground. There’s a fire going and trailers where people are going in with whoever they’re with. I don’t have a “whoever I’m with” so I don’t know where to go. So I just sit down on the ground by the fire. It’s quite pleasant. You can’t see the sun overhead, though. There’s a canopy of leaves and trees above. It’s cool and shady. We stay there for a little while. I don’t know what the other people are doing in their areas. We haven’t been given permission from the tour guide to walk and explore, and I don’t know what time we’re being picked up. So I stay pretty close to the campground. I wander around the outskirts a bit, looking for animals, but I don’t see any. At one point the day feels like it’s gone on. I am hungry but I don’t have any food. I’m aware that the other people are starting to come out of the trailers. They aren’t actually trailers, but more like upright standing collapsible things, like yurts. I’m aware that the vehicle is coming back to pick people up. It stops and people are filing in. I get in with them. I see the two girlfriends I’m supposed to be traveling with. They are sitting together. I move over to sit with them. But they are really tightly knit in this conversation that they’re having together and they don’t welcome me. So I feel really sad about this and sit by myself. The vehicle arrives back where we are supposed to be sleeping. There are festivities going on. The staff have created a festive atmosphere with colored lights and metal containers of food warming that smell really appetizing. I decide to go back to my room first to shower before eating. I’m trying to find my room and am not quite sure where it is. I’m looking for staff to help me. I’m also worried that If I continue to pursue where my room might be, I’m going to miss supper as well. I’ve already missed breakfast and lunch. But then I wake up.",Freya Co'LM,last_nights_dream
646,177,,07/05/2020,05/07/2020 00:00,"I see a little white kitten in the street….I bend down to greet it, and it comes to me, very friendly….It jumps into the pizza box I am holding, I wonder if that is ok….yes it is….at some point, I go into a big bathroom, fancy like at a restaurant or hotel….But lots of people are in there, talking in couples….There is nowhere for me to go privately….So, somewhat frustrated, I leave….",KB,Last Night's Dream
647,707,,07/05/2020,05/07/2020 00:01,"Full Super Moon - I dreamt that my daughter, husband, and myself were all at the doctors office, and we discovered that my daughter was pregnant and that she had had an abortion. She hid it all from me! Is she hiding something from me now? Is this a metaphor for something deeper?",Kel Burgess,last_nights_dream
648,1040,,07/05/2020,05/07/2020 00:02,"There are underground labyrinth subterranean pools. They are dark and kind of dirty looking, almost like a sewer. People would go in them and get lost and never come out. They were hidden everywhere. They’d come out everywhere. You could just be walking in the city, then there's this place hidden in plain sight and it’s a portal into these subterranean chambers and also coming back out. They’re hidden, but if I lift something up, I can see them. But they don’t look like they should be lifted. You have to know to lift it to see what’s underneath. Then there’s a tunnel or some kind of portal into the labyrinth. When I see the hidden places, I can't just go lift up the top, I have to ask the teacher. There’s some person in there. People aren’t supposed to touch these things. But I’m not in a class, so I don’t understand that. At one point I see one and I lift it without asking. I almost get in trouble. I finally found the end of it where all of them go to or come from. It’s like a giant hot tub. I pulled open the top and it was steaming and swirling but also dirty looking, almost like a sewer. I could not figure out how people go in there and then almost had to swim under to then find the space to pop up in. It just looked really gross and I couldn’t figure out how people breathed in it. At one point, the teacher or leader says something about me as I’m walking away - I think it’s when I apologized for opening one of them without asking and they were like, oh it’s okay okay. So as I’m walking away, they said to the person, “She’s my victim.” I was like, “What the fuck? No I’m not.”",Mary,last_nights_dream
649,1155,,07/05/2020,05/07/2020 00:03,"There’s me and a young man - I’m not totally clear what he looks like or who he is - we are the same age, young. It’s clear that we’re at my parents’ house, but they don’t look like my parents. They look like people I don’t know in this realm, anyway. I’m staying with them. It feels very much like I’m obligated. They have limitless resources - money, food, water, electricity. I know they have all this electricity because it’s cold and I’ve turned up the heat and I’m not too worried about turning up the heat a lot. I’m working on something. There’s a verbal or implied agreement between me and them that I have access to all these resources while I’m doing this specific task. It’s not clear what the task is. There is an arrangement or agreement. At one point we’re sitting at a long table and having a meal - it’s me, this young man and siblings (who don’t actually look like my siblings, but in the dream they are) and the parents. It’s very civilized. You can hear the clink of silverware and china and everyone is taking small bites. There’s small talk about my project. There’s an underlying tension because I don’t want to be beholden to them. They don’t really fit me. The scene shifts. I’m wanting to leave. There are some things I need to get done and some things I need to gather in order to go on this trip that is part of the project I’m working on. I’m fiddling with the machine that’s supposed to control the temperature. I’ve got it turned way up thinking I have the air conditioning on because it’s hot. Instead, the woman who is my mother but doesn’t look like my mother comes in and scolds me. She says, “Why are you wasting all this heat and hot air? It’s really hot out. You should have the A/C on.” I thought that’s what I was doing. I just had the controls wrong. I definitely feel very shamed and scolded by this woman. The scene changes very drastically in that I’m still with that young man. There’s not a whole lot of interaction with him earlier in the dream. Now he’s with me and there’s this feeling of connection - I can almost see the energetic cords between us. It’s very sweet. It seems quite necessary as if this is my person that I can rely on. There’s ocean and a beach. We’re outside and this person that we know comes. He’s carrying with him a skinned lizard by its jaw. You can see the lizard’s spine from head to tail. It’s a huge lizard, maybe five feet long. Apparently this person skins these lizards. The young man I’m with says, “Oh that’s not who we think it is.” Sure enough, the person that is skinning this lizard is supposedly a friend of ours. He does these things for a research project. My friend walks over to this man and punches him in the stomach and literally cuts his head off and turns him inside out. I’m appalled but then I realize, “Oh my god! That is not our friend. That is not the person we thought it was.” It’s an alien that was in the body of our friend who had this lizard that was skinned. My friend, the young man, says, “I knew it wasn’t him because the way he had skinned the lizard. He left the tail on.” It dawns on me, “Oh yeah, that’s right, he doesn’t ever do it that way.” I’m a little bit sick to my stomach because 1. I didn’t recognize that it wasn’t this person we thought we knew and 2. The person seems really sick and sadistic. So, I follow my friend out into the town and there’s a hill with a trash can. It’s a smaller hill - like the hills you’d find in a kid’s playground. There’s a backpack lying next to the trash can. My friend goes and opens up the backpack and we see the clothes of our friend who skins the lizards. They are all wrinkled. You can tell they’ve been shoved in. It’s clear that something has happened to him. We don’t know where his body is. We don’t know if he’s alive or not, but we know the clothes in the backpack have been hoarded for that other creature or being - whoever took over his body - to wear. Now it’s important for us to try and find our missing friend. It’s so bizarre.",Rose,last_nights_dream
650,1838,,07/05/2020,05/07/2020 00:04,"My brother William and I sat in front of a television screen in a house where our parents were in another room. We were scanning through channels trying to find a good Anime to watch. We were a bit worried that our parents would see what we were watching because there was some nudity. The longer we watched, the more sexual the themes became of the intros to the shows. Right as our parents were walking past, the screen was showing various outlines of nude female anime characters.  We kept flipping channels and landed on one where a young German man was giving a speech in German in front of a small audience. He spoke well, and when the speech was over an older man praised his speech, and the speech of a girl, for being peacemaking.",Bob,last_nights_dream2
651,1839,,07/05/2020,05/07/2020 00:05,"Aurora was discussing her favorite climate or geography and it came down to either lush forests in the US, or Norway's snowy mountains. She went with the US and took a helicopter ride there. When she touched down, it wasn't in the lush forests but in an arid desert canyon with a cold stream running down a steep hill. Many tourists were in the area and wanted to meet Aurora, but she went down by herself to a small rounded area down by the stream where the ground was covered in river stones and fallen trees. She rolled over the trees playfully. There wasn't much of a distinction between myself and her at the end of the dream.",Bob,last_nights_dream2
652,1840,,07/05/2020,05/07/2020 00:06,"My family and I were hiking on the side of a steep and rocky mountain. Down below lay a valley with a lake bisected by a long, narrow strip of green grass. On the other side of the lake, far in the distance, we could see yet higher mountains. As we climbed, I described to my mom the moonscape that I'd seen a few nights before in the waking world. Looking out to the right and slightly up, we could see the sun, far larger than it should have been, and surrounded by a blindingly white halo. The climb got more difficult and by the end of the dream I was crawling in order to not fall.",Bob,last_nights_dream2
653,1841,,07/05/2020,05/07/2020 00:07,"I was chatting with a girl on Discord who needed help. I'm not sure what the issue was, but it seemed that after our conversation she was doing better. But then, she started saying some things with a sexual connotation and I realized that she had only been trying to manipulate me the entire time.  I stepped away from the computer and discussed what had happened with Harold. We were in a hotel and I left the room and had a debate with someone about Calvinism where I eloquently attacked it while defending the Arminian position. I don't remember the arguments now, but at the time of waking I recalled that my arguments had been reasonably sound.  We left the hotel and found ourselves in my town's downtown. In front of me was a homeless man with shoulder-length long golden hair. He asked me for money and he turned away from he holding his hand out behind him so that I could place something in it.",Bob,last_nights_dream2
654,178,,08/05/2020,05/08/2020 00:00,"Lots of plants are around, full, lively, green….A boss guy, someone in charge, looks at my planting and is impressed….But someone else is frustrated by all the waiting….",KB,Last Night's Dream
655,708,,08/05/2020,05/08/2020 00:01,"Possible premonition dream about a longtime friend of mine (and my husband's) that we got together later in life, after the passing of both of our significant others.",Kel Burgess,last_nights_dream
